Epoch,Training Loss,Validation Loss,Validation Accuracy
1,0.3733774721622467,1.6537850429783716,0.5607226107226108
2,0.662343442440033,1.539486105303635,0.5675990675990676
3,0.7913593649864197,1.4867391027509624,0.5827505827505828
4,0.8355098962783813,1.4465997922283627,0.5909090909090909
5,0.895001232624054,1.411465509222562,0.6043123543123543
6,0.9609348177909851,1.3777880686116004,0.6138694638694638
7,1.0100834369659424,1.3458103774415573,0.6248251748251749
8,1.0569490194320679,1.3164509786488292,0.6362470862470863
9,1.10209059715271,1.2894934796919777,0.6473193473193474
10,1.1427185535430908,1.2645358055257423,0.654079254079254
11,1.1754847764968872,1.2418038077022346,0.6663170163170163
12,1.1978042125701904,1.2215676158841369,0.6757575757575758
13,1.209506869316101,1.2037976730436886,0.6828671328671329
14,1.211473822593689,1.188308533103073,0.6888111888111889
15,1.2051938772201538,1.1748835391879497,0.6962703962703962
16,1.1924786567687988,1.163308182137417,0.7017482517482517
17,1.1751511096954346,1.1533759591265176,0.7075757575757575
18,1.1548506021499634,1.1448921577643498,0.7113053613053613
19,1.1329333782196045,1.1376802500387293,0.7148018648018648
20,1.1104519367218018,1.1315820210934606,0.718065268065268
21,1.0881803035736084,1.1264556375284416,0.7212121212121212
22,1.0666486024856567,1.1221736320802433,0.7244755244755244
23,1.0461950302124023,1.1186202607784064,0.7266899766899767
24,1.027010440826416,1.1156904953166122,0.7286713286713287
25,1.0091842412948608,1.1132891525538304,0.7299533799533799
26,0.9927456974983215,1.1113304214696411,0.73006993006993
27,0.9777007699012756,1.1097384196389162,0.7303030303030303
28,0.9640414714813232,1.108447196800696,0.7307692307692307
29,0.9517572522163391,1.1073998307961197,0.7307692307692307
30,0.9408288598060608,1.106548988410339,0.732051282051282
31,0.9312295913696289,1.1058551479380638,0.7312354312354312
32,0.9229145050048828,1.1052867238948205,0.7322843822843823
33,0.9158200025558472,1.1048178537136557,0.7319347319347319
34,0.9098566174507141,1.1044281829532783,0.7328671328671329
35,0.9049186706542969,1.104102042131777,0.7334498834498835
36,0.9008901119232178,1.1038264723859363,0.7335664335664336
37,0.8976463675498962,1.103592334794953,0.7337995337995338
38,0.8950655460357666,1.1033915979846323,0.7332167832167832
39,0.8930333852767944,1.1032188717228097,0.7328671328671329
40,0.8914433717727661,1.103069227149749,0.732983682983683
41,0.8902046084403992,1.102939100228554,0.7331002331002331
42,0.8892444372177124,1.102825714450868,0.7331002331002331
43,0.8884977698326111,1.1027268197409166,0.7332167832167832
44,0.8879177570343018,1.102640808478762,0.7333333333333333
45,0.887458086013794,1.102565423726584,0.7334498834498835
46,0.8870960474014282,1.1024998275089861,0.7331002331002331
47,0.8868061304092407,1.1024425951833456,0.7325174825174825
48,0.8865727186203003,1.1023925154730416,0.7326340326340326
49,0.8863816261291504,1.1023488412222593,0.7327505827505828
50,0.8862208724021912,1.1023107831327283,0.7331002331002331
51,0.8860877156257629,1.1022776408001589,0.7332167832167832
52,0.8859760165214539,1.1022486515684022,0.7328671328671329
53,0.8858774900436401,1.1022235006163448,0.7332167832167832
54,0.8857919573783875,1.1022015385644506,0.732983682983683
55,0.8857171535491943,1.1021823363302663,0.7331002331002331
56,0.8856523633003235,1.1021654115711927,0.7335664335664336
57,0.8855945467948914,1.1021505446160225,0.7334498834498835
58,0.8855414986610413,1.1021374977054834,0.7337995337995338
59,0.8854959011077881,1.1021258124812465,0.7335664335664336
60,0.8854526281356812,1.10211579147748,0.7334498834498835
61,0.8854130506515503,1.102106906678571,0.7336829836829837
62,0.885380208492279,1.1020988807199406,0.7337995337995338
63,0.885349452495575,1.102091984631003,0.7337995337995338
64,0.8853236436843872,1.1020859703215355,0.7336829836829837
65,0.8852952122688293,1.1020806697399153,0.7336829836829837
66,0.8852747082710266,1.1020758836608302,0.7339160839160839
67,0.8852558135986328,1.1020715773702623,0.7339160839160839
68,0.8852392435073853,1.1020676761223025,0.7339160839160839
69,0.8852217793464661,1.1020642092247388,0.7339160839160839
70,0.8852065205574036,1.1020612562776464,0.7339160839160839
